review,rating,date,bank,source,sentiment_label,sentiment_score
"Even though I am a long-time Dashen Bank admirer, I find this app hard to use compared to other banks' mobile apps. It has a problem refreshing account balance, I needed to log out and login to see the updated account balance. Overall, user friendliness of the app needs a serious upgrade. I will improve my rating once problems are addressed.",1,2023-11-22,DASHEN,Google Play,positive,0.3818
"very fast ,secure and simply to use i like amole",5,2023-11-15,DASHEN,Google Play,positive,0.6344
The best of the best app,5,2023-11-12,DASHEN,Google Play,positive,0.8555
ለአጠቃቀም አመቺ እና ቀላል የሆነ የሞባይል መተግበሪያ ነው ።,5,2023-11-12,DASHEN,Google Play,neutral,0.0
It is a reliable and safe application.,5,2023-11-11,DASHEN,Google Play,positive,0.4404
"Best app, it saves traveling cost plus work time forgone. Simply bank in your home and hand 🙏",5,2023-11-11,DASHEN,Google Play,positive,0.8126
It is compatible.,4,2023-11-11,DASHEN,Google Play,neutral,0.0
It's very good app but always try to open requested update...,4,2023-11-11,DASHEN,Google Play,positive,0.2724
please how can i fix my app it keep saying application error i have tried to uninstall and install again nothing has changed please help,1,2023-11-10,DASHEN,Google Play,positive,0.0869
"It is too slow application than any one of Ethiopian mobile banking apps. Please make it fast, and its feature beautiful. I am a Dashen Bank Customer and user of this app. Thank you.",2,2023-11-10,DASHEN,Google Play,positive,0.8271
Not working sometimes,3,2023-11-09,DASHEN,Google Play,neutral,0.0
The best one of the internet banking apps I've come across in Ethiopia. Only thing I would like to see added is the ability to get a receipt after the payment has been payed or transferred. Since it only gives a receipt right at the moment of payment and after that there is no way to get a receipt.,5,2023-11-08,DASHEN,Google Play,positive,0.7783
ምንድን ነው password 🔑 expired የሚለው,5,2023-10-17,DASHEN,Google Play,neutral,0.0
Worst app ever all it does is load and fail plus your customer service on front are not supporting,1,2023-10-17,DASHEN,Google Play,negative,-0.8752
Best app I used it,1,2023-10-14,DASHEN,Google Play,positive,0.6369
Faster secure and best international creadite card is the frist bank ethiopian bank to apply prophational card.,5,2023-10-13,DASHEN,Google Play,positive,0.765
Excllent,5,2023-10-07,DASHEN,Google Play,neutral,0.0
This is nice adds that I like it.,5,2023-09-30,DASHEN,Google Play,positive,0.6486
It is simple and fast.,5,2023-09-29,DASHEN,Google Play,neutral,0.0
Vary good,2,2023-09-27,DASHEN,Google Play,positive,0.4404
Amazing banking app.,5,2023-09-26,DASHEN,Google Play,positive,0.5859
Best app ever,5,2023-09-10,DASHEN,Google Play,positive,0.6369
Ashabul,5,2023-09-10,DASHEN,Google Play,neutral,0.0
Best easy and secure app thank you,5,2023-09-08,DASHEN,Google Play,positive,0.9001
Best app Ever!,5,2023-09-03,DASHEN,Google Play,positive,0.6696
"Why not we can pay bill,directly from main account, difficult to transfer repeatedly.",5,2023-09-02,DASHEN,Google Play,negative,-0.2969
"Aside of some of it's major flows, the worst one yet is that it doesn't give you the full detail of your transaction history. Like the receiver's name and account number. You've to take a screenshot to document it or send it to the receiver as a confirmation.",2,2023-09-02,DASHEN,Google Play,negative,-0.3744
Good app for use simple and easy,5,2023-09-01,DASHEN,Google Play,positive,0.7003
ባጠቃላይ ባንኩ እወደዋለሁኝ,5,2023-08-31,DASHEN,Google Play,neutral,0.0
"Like your slogan, you are one step ahead.",5,2023-08-31,DASHEN,Google Play,positive,0.3612
Loved,5,2023-08-30,DASHEN,Google Play,positive,0.5994
Very good app and secured,5,2023-08-28,DASHEN,Google Play,positive,0.7089
This app is so simple to use and secured. But while generating receipt or ደረሰኝ its required additional app XML viewer or PDF conversion app. Why? Can we view the receipt through jpg viewers?,4,2023-08-26,DASHEN,Google Play,positive,0.2982
Not too bad,3,2023-08-19,DASHEN,Google Play,positive,0.431
Teribble need a lot of work to improve,1,2023-08-19,DASHEN,Google Play,positive,0.4404
ምርጥየ,5,2023-08-18,DASHEN,Google Play,neutral,0.0
Baheru ጭስ,2,2023-08-16,DASHEN,Google Play,neutral,0.0
Wawu,5,2023-08-12,DASHEN,Google Play,neutral,0.0
Thank Dashen bank,5,2023-08-12,DASHEN,Google Play,positive,0.3612
Simple and secured,5,2023-08-10,DASHEN,Google Play,positive,0.4019
its nice and easg to use.Also its unique part is very fast,5,2023-08-10,DASHEN,Google Play,positive,0.4215
It's just ewww the app overall,2,2023-08-10,DASHEN,Google Play,neutral,0.0
Love it,5,2023-08-09,DASHEN,Google Play,positive,0.6369
Good App.,5,2023-08-09,DASHEN,Google Play,positive,0.4404
Simplify.,5,2023-08-01,DASHEN,Google Play,neutral,0.0
"Abel Balcha, and Abel Solomon, sad to say what is annoying is to read your comment about password. Your comments on password tell your limited knowledge about digital security. Both comments goes against strong security policies; It is meant to protect your assets. Don't be careless on it. Reconsider your review. In a way you are telling how secure this app is. I hope Dashen will respond to disqualify your review points. It is just not fair.",4,2023-07-30,DASHEN,Google Play,positive,0.8461
good👍,4,2023-07-28,DASHEN,Google Play,positive,0.4404
"I really enjoy this app because by doing anything it could remind me and saying you logged in with this app, if is not you contact this number.. So I like it",5,2023-07-23,DASHEN,Google Play,positive,0.7681
Tell 6836,1,2023-07-22,DASHEN,Google Play,neutral,0.0
"The login should be auto filled,",3,2023-07-20,DASHEN,Google Play,neutral,0.0
የአንድ ጊዜ ምስጥር ቁጥር ቶሎ አይመጣም ብዙ ሰዓት ያስጠብቃል ማሻሻያ ይደረግ,2,2023-07-20,DASHEN,Google Play,neutral,0.0
Used balance check app,5,2023-07-14,DASHEN,Google Play,neutral,0.0
Nice so perfect,5,2023-07-06,DASHEN,Google Play,positive,0.7778
It is easy to use,5,2023-07-04,DASHEN,Google Play,positive,0.4404
This appi is 👍Good,3,2023-06-09,DASHEN,Google Play,neutral,0.0
ጥሩ ነው ግን chrom ላይ password save አድርጎ ያቆያል,5,2023-06-09,DASHEN,Google Play,positive,0.4939
Thankz,3,2023-06-08,DASHEN,Google Play,neutral,0.0
Why should change password it's not good if ur client forget password it can be exhausted for client,2,2023-06-08,DASHEN,Google Play,negative,-0.7009
OTP not send on time while processing any transactions by this app.,4,2023-06-07,DASHEN,Google Play,neutral,0.0
"It is simple to use, one annoying thing is, it demands you to change passward frequently and then, when we get confused which passward we used last time, it locks you out, if you put wrong passward and then tells to go to your bank, which may be miles away. Please make the frequency of passward change less frequent.",2,2023-06-06,DASHEN,Google Play,negative,-0.7003
good upp,1,2023-06-06,DASHEN,Google Play,positive,0.4404
Five star,5,2023-05-26,DASHEN,Google Play,neutral,0.0
It's amazing app use it!,5,2023-05-21,DASHEN,Google Play,positive,0.6239
"I really enjoy using the amole app simple and easy. I hope the developers add card management services like change your pin, disable card and so on other than that I enjoy using amole it's great 👍",5,2023-05-16,DASHEN,Google Play,positive,0.9589
I can't update amole lite and when I try to use the old version it can't log on to my account.,3,2023-05-13,DASHEN,Google Play,neutral,0.0
It's good and easy to user from any branch. I say Continue ahead,5,2023-05-10,DASHEN,Google Play,positive,0.7003
ፈጣን እና ምርጥ ባንክ ነው mobile banking ደሞ በታም ኣሪፍ አና ተሎ የሚደርስ ከሌላ bank የተለየ ነው ቀጥሉበት ፡፡ እናመሰግናለን,5,2023-05-05,DASHEN,Google Play,neutral,0.0
This app is not expected from a bank that says they are pioneer in adapting technology.its user interface is worst than other bank its not intuitive at all .it needs lots of work,3,2023-04-28,DASHEN,Google Play,negative,-0.6249
Best Application,5,2023-04-08,DASHEN,Google Play,positive,0.6369
ለ ንግድ ስራ yamehon 6 war yamemalsew tenshe bedr eflgalhu,4,2023-03-29,DASHEN,Google Play,negative,-0.5994
It`s good.but the transaction fee to other bank is too much,3,2023-03-28,DASHEN,Google Play,neutral,0.0
Gaariidha!!!,5,2023-03-26,DASHEN,Google Play,neutral,0.0
Good app it is useful for business activities .,5,2023-03-25,DASHEN,Google Play,positive,0.7003
Like,5,2023-03-24,DASHEN,Google Play,positive,0.3612
Account is locked out without any wrong password retries 3 times. Sending OTP is unnecessary because it has its own username and password.we can not make transfer without having SIM card on hands.if it require SIM card why we not use USSD no need of app instead .it makes discomfort for using,3,2023-03-20,DASHEN,Google Play,positive,0.1635
Good and reliable service,5,2023-03-19,DASHEN,Google Play,positive,0.4404
"Best app I have ever seen woderfull, always one step ahead.",5,2023-03-19,DASHEN,Google Play,positive,0.6369
Good apps,5,2023-03-19,DASHEN,Google Play,positive,0.4404
Good application for people needs,5,2023-03-18,DASHEN,Google Play,positive,0.4404
What the hell are you doing. How can you release an app update and completely ruin everything. I can even login to begin with. You took it from a 5 to a 1.,1,2023-03-18,DASHEN,Google Play,negative,-0.8655
comfortable,5,2023-03-18,DASHEN,Google Play,positive,0.5106
